#Supplementary Table S2. GCF representative BGCs and their associated Seurat clusters in the BTyperBGC atlas.
Seurat_clusters	GCF_representative_BGCs
7	BTDB_2025-0003355.1.clustersSAMN33941057-SRR24035110_00061_cluster_1
4	BTDB_2022-0002666.2.clustersCP024686.1_cluster_1
7	BTDB_2025-0002244.1.clustersJAQFNG010000025.1_cluster_1
7	AS.BTDB_2022-0002743_c00039_GCA_007...region001
6	AS.BTDB_2022-0003576_JAKUFC010000203.region001
7	BTDB_2025-0004864.1.clustersSAMN46432924-GCA_047528815.1_Contig_14_cluster_1
9	BTDB_2025-0003511.1.clustersSAMN36761920-SRR25463652_00071_cluster_1
4	BTDB_2022-0002663.2.clustersCP032611.1_cluster_1
1	BTDB_2024-0000077.1.clusterscontig00021_cluster_1
4	BTDB_2022-0001620.2.clustersGCA_002558875.1_Contig_39_cluster_1
10	BTDB_2025-0004977.1.clustersJBMEQF010000020.1_cluster_2
4	BTDB_2022-0005093.2.clustersSRX2310325_00088_cluster_1
11	BTDB_2022-0003758.2.clustersCAGVOV010000005.1_cluster_1
4	BTDB_2022-0005742.2.clustersSRX5182207_00003_cluster_1
6	AS.BTDB_2022-0001141_c00045_GCA_002...region001
1	BTDB_2022-0000562.2.clustersGCA_000290715.1_Contig_123_cluster_1
1	AS.BTDB_2022-0003834_c00001_PS01946...region014
4	AS.BTDB_2022-0003692_JANHMV010000082.region001
1	AS.BTDB_2022-0005687_SRX3974095_00059.region001
6	BTDB_2022-0005104.2.clustersSRX2501033_00346_cluster_1
1	BTDB_2022-0003005.2.clustersGCA_011040455.1_Contig_1_cluster_7
4	BTDB_2024-0000065.1.clusterscontig00015_cluster_2
6	BTDB_2022-0002916.2.clustersWJDS01000032.1_cluster_1
1	BTDB_2022-0003180.2.clustersJAEHBX010000073.1_cluster_1
4	BTDB_2022-0006136.1.clustersSRX113031-SRR392539_00152_cluster_1
7	BTDB_2022-0003012.2.clustersGCA_012222085.2_Contig_1_cluster_9
4	BTDB_2025-0003710.1.clustersJAWMCD010000024.1_cluster_1
7	BTDB_2025-0000645.1.clustersRXFX01000027.1_cluster_1
4	BTDB_2022-0002067.2.clustersGCA_002569985.1_Contig_216_cluster_1
7	BTDB_2022-0003575.2.clustersJAKUFB010000028.1_cluster_1
4	BTDB_2022-0005793.2.clustersSRX6359531_00049_cluster_1
7	BTDB_2022-0001554.2.clustersGCA_002557245.1_Contig_187_cluster_1
4	BTDB_2022-0006408.1.clustersLOQA01000116.1_cluster_1
4	BTDB_2025-0004121.1.clustersSAMN41612618-SRR29245959_00027_cluster_1
11	AS.BTDB_2025-0002170_JAQFQC010000023.region001
4	BGC0002198
7	BTDB_2025-0003857.1.clustersJAYGOI010000029.1_cluster_2
7	BTDB_2022-0006366.1.clustersSRX202940-SRR611408_00031_cluster_1
4	BTDB_2022-0003834.2.clustersPS01946|SAMN30469933_11_cluster_1
7	AS.BTDB_2022-0005104_SRX2501033_00407.region001
7	BTDB_2024-0000018.1.clusterscontig00139_cluster_1
0	BTDB_2022-0002172.2.clustersGCA_002572325.1_Contig_32_cluster_1
2	BTDB_2025-0000937.1.clustersSAMN16279164-SRR12728331_00245_cluster_1
1	AS.BTDB_2022-0003469_SAMD00203327_1.region002
1	AS.BTDB_2025-0004568_c00003_SAMN439...region001
10	AS.BTDB_2022-0002875_WJCD01000013.1.region001
4	AS.BTDB_2022-0001360_c00095_GCA_002...region001
1	BTDB_2022-0000317.2.clustersERX3363460_00004_cluster_1
5	AS.BTDB_2022-0003180_JAEHBX010000080.region001
12	BTDB_2025-0003963.1.clustersSAMN40001817-GCA_036965685.1_Contig_249_cluster_1
4	AS.BTDB_2022-0001294_NRSR01000002.1.region002
4	AS.BTDB_2022-0002699_c00025_SAMN103...region001
3	BGC0000914
6	BTDB_2025-0001688.1.clustersJAOPNF010000025.1_cluster_2
4	BGC0002754
0	AS.BTDB_2025-0001693_c00002_SAMN275...region001
0	BTDB_2022-0003103.2.clustersVRME01000052.1_cluster_1
9	BTDB_2022-0003657.2.clustersGCA_023824275.1_Contig_1_cluster_18
10	AS.BTDB_2025-0001507_JAKJPT010000001.region002
1	AS.BTDB_2022-0003330_CP036101.1.region001
1	BGC0001005
1	AS.BTDB_2022-0000941_LYVD01000022.1.region001
4	AS.BTDB_2022-0000922_CP011151.1.region002
0	AS.BTDB_2022-0001131_c00043_GCA_002...region001
1	AS.BTDB_2022-0003638_CP064266.1.region002
0	BGC0002287
0	BGC0002955
4	BTDB_2022-0003007.2.clustersGCA_011751555.1_Contig_56_cluster_1
10	AS.BTDB_2022-0003638_CP064266.1.region010
9	BTDB_2022-0000021.2.clustersDRX057099_00002_cluster_2
4	AS.BTDB_2022-0001188_c00050_GCA_002...region001
5	BGC0000916
4	BGC0000381
4	BGC0000433
5	BTDB_2022-0001758.2.clustersGCA_002561965.1_Contig_88_cluster_1
4	BTDB_2022-0003050.2.clustersSAMN15163833-SRR12077163_00002_cluster_1
1	BTDB_2025-0004342.1.clustersJBFNPL010000017.1_cluster_2
6	BTDB_2022-0003948.2.clustersSRX8911432_00015_cluster_1
9	BTDB_2022-0002921.2.clustersRXZN01000258.1_cluster_1
5	BTDB_2022-0003598.2.clustersJAKUFY010000074.1_cluster_1
1	BGC0000545
4	BTDB_2025-0003938.1.clustersJBAFUI010000002.1_cluster_1
1	AS.BTDB_2025-0003900_JAZDWF010000006.region003
10	BGC0002122
0	BTDB_2022-0001538.2.clustersGCA_002556905.1_Contig_159_cluster_1
0	BTDB_2022-0001572.2.clustersGCA_002557665.1_Contig_114_cluster_1
2	AS.BTDB_2022-0001572_c00101_GCA_002...region001
5	BTDB_2024-0000006.1.clusterscontig00026_cluster_1
1	BTDB_2025-0004571.1.clustersSAMN43997984-GCA_044764055.1_Contig_2_cluster_1
1	AS.BTDB_2022-0000476_CP000001.1.region002
4	BTDB_2025-0002412.1.clustersSAMN32927399-SRR23276689_00006_cluster_1
1	AS.BTDB_2022-0003049_SAMN14390613_1.region009
2	BTDB_2022-0002193.2.clustersGCA_002574295.1_Contig_145_cluster_1
1	AS.BTDB_2022-0002970_c00008_GCA_009...region001
1	AS.BTDB_2022-0000442_ERX7006814_00006.region001
2	AS.BTDB_2022-0000615_c00007_GCA_000...region001
1	AS.BTDB_2022-0001131_c00047_GCA_002...region003
1	AS.BTDB_2025-0003372_JARVHJ010000001.region009
4	BTDB_2025-0003831.1.clustersSAMN38693318-SRR27109226_00007_cluster_2
1	AS.BTDB_2022-0003653_CP085402.1.region002
5	AS.BTDB_2024-0000113_contig00038.region001
6	BTDB_2022-0000703.2.clustersJOTM01000017.1_cluster_1
11	BTDB_2022-0003185.2.clustersJAEHBV010000100.1_cluster_1
4	BTDB_2022-0006154.1.clustersSRX113040-SRR392552_00142_cluster_1
5	BTDB_2022-0006376.1.clustersSAMN03010437-SRR2175484_00223_cluster_1
6	BTDB_2025-0001335.1.clustersSAMN18336056-SRR13988970_00048_cluster_1
11	BTDB_2025-0004009.1.clustersJBAWLI010000061.1_cluster_1
5	BTDB_2022-0002708.2.clustersSAMN11483238-SRR10143191_00056_cluster_1
1	BGC0001525
0	BGC0001952
2	BGC0002484
0	BGC0002625
2	AS.BTDB_2022-0003135_LDHM01000038.1.region001
0	BGC0001017
2	BGC0000396
5	BGC0000297
5	BGC0003044
1	BGC0002944
2	BGC0000302
5	BGC0000430
10	BGC0000592
5	BGC0000397
0	BGC0000975
0	BGC0002296
0	BGC0000043
0	BGC0001000
3	BGC0001703
0	BGC0001357
2	BGC0002623
0	BGC0002677
0	BGC0000172
0	BGC0000178
4	BTDB_2022-0001017.2.clustersGCA_001913315.1_Contig_24_cluster_2
0	BTDB_2025-0000030.1.clustersSAMD00151322-DRR160019_00046_cluster_1
0	BGC0000083
0	BGC0000177
3	BGC0000171
0	BGC0000175
0	BGC0002060
0	BGC0002082
0	BGC0000179
0	BGC0000184
0	BGC0001299
0	BGC0002153
0	BGC0001093
0	BGC0002940
0	BGC0001740
0	BGC0002810
0	BGC0001885
0	BGC0002114
0	BGC0000182
0	BGC0002118
0	BGC0002136
0	BGC0001644
0	BGC0001091
0	BGC0001761
0	BGC0001108
0	BGC0002068
0	BGC0001032
0	BGC0001115
0	BGC0001099
0	BGC0002455
0	BGC0002374
0	BGC0002385
0	BGC0000186
0	BGC0000967
0	BGC0001025
0	AS.BTDB_2022-0006240_c00093_SRX1154...region001
0	BGC0001113
0	BGC0002059
0	BGC0001071
0	BGC0001564
0	BGC0001105
0	BGC0002055
9	BGC0000205
9	BGC0000255
0	AS.BTDB_2022-0002580_c00070_SAMN079...region001
0	BTDB_2022-0000043.2.clustersDRX150688_00042_cluster_1
0	BGC0001835
0	BGC0001110
0	BGC0000173
4	BTDB_2022-0002445.2.clustersGCA_002582595.1_Contig_334_cluster_1
0	AS.BTDB_2022-0001551_c00045_GCA_002...region001
1	AS.BTDB_2025-0001608_JAOPOW010000005.region001
0	AS.BTDB_2022-0002580_c00062_SAMN079...region001
0	BGC0000185
0	BGC0001836
0	AS.BTDB_2025-0000008_barcode08_00007.region001
0	AS.BTDB_2025-0000273_c00022_SAMEA99...region001
0	BGC0000176
0	BGC0003027
0	BGC0001470
2	BGC0001641
3	BGC0000017
3	BGC0000380
4	BTDB_2025-0003881.1.clustersSAMN39321983-SRR27479405_00001_cluster_5
6	BTDB_2025-0001586.1.clustersSAMN27545648-GCA_025519615.1_Contig_256_cluster_1
1	BTDB_2025-0004013.1.clustersJBAWLE010000044.1_cluster_1
1	BTDB_2025-0003390.1.clustersSAMN34374868-SRR27678773_00001_cluster_3
10	BGC0000913
0	BGC0002711
1	BTDB_2022-0000470.2.clustersAE016877.1_cluster_14
0	BGC0001772
0	BGC0001795
0	BGC0001186
0	BGC0002332
0	BGC0002056
2	BGC0001341
0	BGC0000869
8	BGC0000838
6	AS.BTDB_2024-0000075_contig00203.region001
6	BTDB_2025-0000735.1.clustersSAMN12238212-GCA_031317495.1_Contig_114_cluster_1
1	AS.BTDB_2025-0003578_c00036_SAMN371...region001
5	BGC0001589
2	BGC0000375
12	BGC0000876
5	AS.BTDB_2025-0001926_c00053_SAMN317...region001
5	BGC0000877
5	BGC0001760
2	BGC0002503
5	BGC0001878
9	BGC0001483
2	BGC0002805
0	BGC0001840
4	BGC0001294
3	BGC0001504
2	BGC0001574
3	BGC0000163
4	BGC0002358
3	BGC0001963
3	BGC0001203
3	BGC0000345
3	BGC0001202
8	BGC0000243
0	BGC0001150
3	BGC0000257
0	BGC0001903
9	BGC0001440
9	BGC0001441
3	BGC0001045
3	BGC0000973
5	BGC0000784
5	BTDB_2025-0004198.1.clustersSAMN41860332-SRR29430137_00003_cluster_1
5	BTDB_2025-0004198.1.clustersSAMN41860332-SRR29430137_00004_cluster_1
0	BGC0000315
1	BGC0001364
1	BGC0002015
1	BGC0000579
1	BGC0002878
1	BGC0002110
3	BGC0001020
3	BGC0003049
10	BGC0000395
2	BGC0002448
2	BGC0000306
0	BGC0001230
9	BGC0002373
5	BGC0000696
1	BGC0000709
5	BGC0000704
12	BGC0000721
5	BGC0000692
2	BGC0002582
5	BGC0000699
6	BGC0001217
5	BGC0001747
2	BGC0001846
4	BGC0000845
2	BGC0000843
12	BGC0001151
6	BGC0000841
3	BGC0000093
3	BGC0000109
3	BGC0001065
7	BGC0001369
5	BGC0000956
3	BGC0001194
0	BGC0001421
6	BGC0001472
9	BGC0001753
4	BTDB_2025-0004477.1.clustersSAMN43796024-GCA_042673985.1_Contig_44_cluster_1
3	BGC0002456
6	BGC0000615
4	BGC0001707
10	BGC0001671
2	BGC0001822
5	BGC0000722
6	BGC0003066
2	BGC0001582
1	BGC0002293
11	BGC0000277
9	BGC0002347
0	BGC0001116
5	BGC0000327
2	BGC0001188
10	BGC0001942
8	BGC0001137
2	BGC0002666
7	BGC0002350
0	BGC0001058
1	BGC0000260
3	BGC0001172
3	BGC0000130
2	BGC0000131
9	BGC0001038
3	BGC0002022
3	BGC0001159
0	BGC0003040
3	BGC0001750
0	BGC0003028
5	BGC0000807
4	BGC0000938
5	BGC0000806
8	BGC0002007
10	BGC0002939
2	BGC0001484
5	BGC0001735
12	BGC0002040
5	BGC0002436
12	BTDB_2025-0003634.1.clustersSAMN37642583-SRR26266740_00016_cluster_1
5	BGC0001514
4	BGC0001387
5	BGC0002037
0	BGC0002697
0	BGC0001070
3	BGC0002147
12	BGC0002284
2	BGC0001457
1	BGC0000544
1	BGC0000529
12	BGC0001764
12	BGC0001818
12	BGC0000960
4	BGC0001510
1	BGC0002285
5	BGC0000804
9	BGC0001206
11	BGC0001485
8	BGC0001337
8	BGC0001336
9	BGC0001335
3	BGC0000376
9	BGC0002460
9	BGC0000809
8	BGC0000924
5	BGC0001374
8	BGC0001223
6	BGC0000244
2	BGC0003067
10	BGC0001824
8	BGC0002482
7	BGC0001782
10	BGC0002657
0	BGC0001094
5	BGC0000735
6	BGC0000751
4	BGC0000753
5	BTDB_2022-0002431.2.clustersGCA_002582035.1_Contig_102_cluster_1
6	BTDB_2022-0003344.2.clustersSAMN15012570_3_cluster_3
8	BTDB_2024-0000106.1.clusterscontig00006_cluster_2
2	BGC0000920
10	AS.BTDB_2022-0006425_MWPX01000011.1.region001
5	BTDB_2024-0000113.1.clusterscontig00003_cluster_1
9	BTDB_2022-0002241.2.clustersGCA_002575395.1_Contig_148_cluster_1
5	BGC0000653
0	BGC0001845
3	BGC0002024
3	BGC0000833
3	BGC0000654
8	BGC0001154
11	BGC0002591
8	BGC0000665
5	BGC0001156
8	BGC0000651
9	BGC0000657
8	BGC0000632
9	BGC0001138
9	BGC0000878
5	BGC0000698
5	BGC0000768
5	BGC0000801
5	BGC0000725
5	BGC0000761
5	BGC0000774
5	BGC0000785
1	BGC0000783
5	AS.BTDB_2022-0006091_c00020_SRX1130...region001
1	AS.BTDB_2022-0001128_c00028_GCA_002...region001
10	AS.BTDB_2022-0002056_c00065_GCA_002...region001
5	BTDB_2025-0003874.1.clustersSAMN39321975-SRR27955940_00001_cluster_8
4	AS.BTDB_2022-0001374_c00066_GCA_002...region001
5	BGC0000780
5	BGC0000795
5	BGC0000773
5	BTDB_2022-0002715.2.clustersGCA_005217265.1_Contig_293_cluster_1
5	BGC0000788
5	BGC0000799
6	BGC0000749
5	BGC0000786
5	BGC0000362
5	BGC0000769
5	BGC0001411
5	BGC0001412
4	BGC0000772
6	BGC0001992
5	BGC0000741
5	BGC0000764
5	BGC0000792
5	BGC0001894
5	BGC0000803
5	BGC0000766
5	BGC0001410
5	BTDB_2022-0001010.2.clustersGCA_001901885.1_Contig_68_cluster_1
5	BTDB_2025-0003412.1.clustersSAMN34375040-SRR27678707_00001_cluster_3
1	BTDB_2022-0001936.2.clustersGCA_002567185.1_Contig_73_cluster_1
5	BTDB_2025-0004977.1.clustersJBMEQF010000003.1_cluster_1
4	BGC0000716
5	BGC0000724
5	BTDB_2025-0004010.1.clustersJBAWLH010000015.1_cluster_1
5	BTDB_2022-0001433.2.clustersGCA_002553115.1_Contig_255_cluster_1
4	BGC0000794
5	BGC0000796
5	BTDB_2022-0001504.2.clustersGCA_002555955.1_Contig_81_cluster_1
5	BTDB_2022-0003126.2.clustersGCA_015845185.1_Contig_538_cluster_1
5	BGC0002302
5	BTDB_2025-0001324.1.clustersSAMN18336045-SRR13988983_00008_cluster_1
5	AS.BTDB_2022-0000508_c00210_GCA_000...region001
5	BTDB_2022-0001729.2.clustersGCA_002561295.1_Contig_74_cluster_1
5	BTDB_2025-0003406.1.clustersSAMN34374917-SRR27678727_00001_cluster_14
5	BGC0000758
5	BTDB_2022-0002119.2.clustersGCA_002571085.1_Contig_14_cluster_1
5	BTDB_2022-0002979.2.clustersGCA_010223795.1_Contig_1_cluster_15
5	BTDB_2024-0000087.1.clusterscontig00002_cluster_1
5	BTDB_2022-0002226.2.clustersGCA_002575055.1_Contig_98_cluster_1
8	BTDB_2022-0000446.2.clustersERX7006821_00006_cluster_1
5	BTDB_2022-0006156.1.clustersSRX115456-SRR398255_00002_cluster_1
5	BTDB_2025-0004305.1.clustersSAMN41980995-SRR29495164_00009_cluster_1
5	BTDB_2022-0001654.2.clustersGCA_002559665.1_Contig_72_cluster_1
5	BTDB_2022-0001056.2.clustersMUBB01000025.1_cluster_2
5	BTDB_2025-0003386.1.clustersSAMN34374858-SRR27678686_00001_cluster_10
5	BGC0000760
1	BTDB_2022-0003982.2.clustersSRX9201554_00088_cluster_1
5	BTDB_2025-0002396.1.clustersSAMN32927383-SRR23276707_00015_cluster_1
7	AS.BTDB_2022-0002780_c00001_GCA_007...region001
1	BGC0001356
4	AS.BTDB_2022-0002889_WJCR01000005.1.region002
5	BGC0000775
6	BTDB_2025-0002461.1.clustersSAMN32974749-SRR23885249_00004_cluster_1
0	BTDB_2025-0000008.1.clustersbarcode08_00007_cluster_4
1	BTDB_2025-0003844.1.clustersSAMN38790315-SRR27232550_00002_cluster_6
5	BTDB_2022-0003494.2.clustersSAMN20890002_1_cluster_1
1	BGC0002377
2	BGC0001967
1	BGC0001623
1	BGC0002014
0	BGC0002869
1	BGC0000340
1	BGC0001975
1	BGC0002109
1	BGC0002879
1	BGC0000429
2	BGC0001814
2	BGC0001561
1	BGC0002100
8	BGC0002440
8	BGC0002031
2	BGC0001406
4	BGC0000445
10	BGC0000388
2	BGC0002588
4	BGC0001041
4	BGC0001928
3	BGC0000135
0	BGC0000118
2	BGC0001414
2	BGC0002957
4	BGC0002499
12	BGC0000354
12	BGC0000379
4	BGC0002318
3	BGC0002430
2	BGC0002078
1	BGC0000336
1	BGC0001968
12	BGC0001448
2	BGC0001792
1	BGC0000333
5	BGC0000907
9	BGC0000409
8	BGC0000448
3	BGC0000428
3	BGC0000374
9	BGC0000394
2	BGC0000414
1	BGC0000296
9	BGC0000421
8	BGC0000282
8	BGC0001647
3	BGC0001503
3	BGC0000081
3	BGC0000033
1	BGC0001060
1	BGC0002545
5	BGC0001377
0	BGC0000056
9	BGC0002386
1	BGC0000518
3	BGC0002587
12	BGC0001183
3	BGC0000162
12	BGC0001807
3	BGC0000002
3	BGC0002349
4	BGC0002130
1	BGC0002303
5	BGC0000288
3	BGC0002085
9	BGC0000814
9	BGC0000826
5	BGC0000193
5	BGC0001817
0	BGC0001003
6	BGC0001633
11	BGC0001849
0	BGC0001148
4	BGC0001066
0	BGC0001819
3	BGC0002928
0	BGC0002034
0	BGC0002637
0	BGC0002638
0	BGC0000440
0	BGC0001233
0	BGC0000341
1	BGC0002367
3	BGC0001700
3	BGC0001877
3	BGC0001288
3	BGC0002446
3	BGC0002523
3	BGC0001199
3	BGC0002558
3	BGC0001773
3	BGC0000240
3	BGC0000279
3	BGC0000200
3	BGC0002732
3	BGC0002556
3	BGC0001590
3	BGC0002426
3	BGC0000271
5	BGC0001197
3	BGC0000256
3	BGC0000224
3	BGC0000204
3	BGC0001500
3	BGC0000216
3	BGC0000269
3	BGC0001439
3	BGC0001409
3	BGC0000247
3	BGC0001979
3	BGC0000195
3	BGC0002932
3	BGC0001675
5	BGC0002137
3	BGC0000211
3	BGC0000202
3	BGC0000227
3	BGC0002021
3	BGC0000219
3	BGC0000212
0	BGC0000220
3	BGC0001072
10	BGC0000223
3	BGC0002478
3	BGC0000268
12	BGC0000203
3	BGC0000232
3	BGC0002461
3	BGC0000238
3	BGC0002045
3	BGC0001386
3	BGC0001762
3	BGC0000266
3	BGC0003114
3	BGC0001073
0	BGC0000273
3	BGC0001568
3	BGC0002982
3	BGC0000274
3	BGC0000198
3	BGC0000222
9	BGC0000207
5	BGC0000278
0	BGC0001919
3	BGC0001433
0	BGC0000038
10	BGC0001649
5	BGC0001917
9	BGC0000896
6	BGC0000848
3	BGC0000084
3	BGC0000114
5	BGC0000105
3	BGC0002431
3	BGC0000133
3	BGC0000148
0	BGC0000140
3	BGC0000164
3	BGC0001492
3	BGC0000149
3	BGC0002788
3	BGC0000079
8	BGC0002978
3	BGC0002642
3	BGC0000158
3	BGC0000159
3	BGC0001332
3	BGC0002308
2	BGC0000016
3	BGC0002673
3	BGC0001042
3	BGC0001511
3	BGC0000090
3	BGC0000074
3	BGC0000040
3	BGC0000123
4	BGC0000957
10	BGC0001719
3	BGC0000075
3	BGC0002453
3	BGC0000087
3	BGC0000106
5	BGC0001785
3	BGC0001759
3	BGC0000141
3	BGC0002520
3	BGC0001619
3	BGC0002454
3	BGC0001830
3	BGC0000035
3	BGC0002958
3	BGC0000102
3	BGC0000085
3	BGC0000054
3	BGC0002452
1	BGC0000019
3	BGC0002291
3	BGC0001495
3	BGC0001204
3	BGC0000353
3	BGC0000994
3	BGC0000065
3	BGC0000439
3	BGC0001813
3	BGC0001106
3	BGC0000886
3	BGC0001040
3	BGC0000115
3	BGC0000116
3	BGC0002816
3	BGC0001491
3	BGC0002333
3	BGC0002104
0	BGC0001011
3	BGC0000029
3	BGC0002498
3	BGC0002540
3	BGC0002072
3	BGC0002988
3	BGC0001169
3	BGC0001381
3	BGC0001653
3	BGC0000028
3	BGC0001046
3	BGC0000034
3	BGC0000036
3	BGC0001694
3	BGC0002526
3	BGC0001944
3	BGC0001702
9	BGC0002649
3	BGC0001447
1	BGC0002567
3	BGC0003042
3	BGC0000144
3	BGC0002124
3	BGC0002355
3	BGC0000052
3	BGC0000151
3	BGC0002142
3	BGC0003143
3	BGC0002634
3	BGC0001770
3	BGC0002376
3	BGC0001303
3	BGC0000078
2	BGC0002661
1	BGC0002378
3	BGC0000187
0	BGC0001298
3	BGC0002098
3	BGC0002497
5	BGC0002959
3	BGC0000166
3	BGC0001328
3	BGC0001329
0	BGC0001330
2	BGC0002678
5	BGC0000454
2	BGC0002494
1	BGC0002073
2	BGC0002866
2	BGC0000325
5	BGC0002493
2	BGC0002495
2	BGC0000294
2	BGC0000410
4	BGC0002468
5	BGC0001502
2	BGC0002680
5	BGC0000451
2	BGC0000417
0	BGC0002107
0	BGC0001027
2	BGC0001567
2	BGC0001628
4	BGC0001534
3	BGC0000111
3	BGC0000165
0	BGC0000459
2	BGC0001801
2	BGC0000431
2	BGC0001752
2	BGC0001214
7	BGC0002859
2	BGC0001351
10	BGC0000366
5	BGC0001213
5	BGC0001444
5	BGC0002528
2	BGC0002017
2	BGC0000324
4	BGC0002443
5	BGC0000392
5	BGC0001021
2	BGC0002912
8	BGC0001039
1	BGC0003005
2	BGC0000349
2	BGC0000423
2	BGC0001211
2	BGC0002466
2	BGC0002467
5	BGC0001442
3	BGC0001443
2	BGC0002300
2	BGC0002410
1	BGC0002409
2	BGC0002994
9	BGC0000872
0	BGC0001002
0	BGC0002138
0	BGC0001927
0	BGC0000902
0	BGC0001083
0	BGC0000286
4	BGC0000935
9	BGC0002010
3	BGC0001302
0	BGC0001848
0	BGC0001850
2	BGC0001771
2	BGC0002288
11	BGC0001221
9	BGC0002439
0	BGC0001783
0	BGC0001965
3	BGC0001731
4	BGC0001295
12	BGC0002536
5	BGC0003075
4	BTDB_2022-0003571.2.clustersJAKUEV010000006.1_cluster_1
9	BGC0000937
3	BGC0000032
8	BGC0001983
0	BGC0001100
5	BGC0002002
0	BGC0001543
4	BGC0002362
1	BGC0000700
3	BGC0001195
9	BGC0000422
7	BGC0000903
0	BGC0001101
5	BGC0000382
4	BGC0001501
4	BGC0000889
6	BGC0000909
3	BGC0002578
4	BGC0002860
3	BGC0001742
5	BGC0000770
6	BTDB_2025-0003406.1.clustersSAMN34374917-SRR27678727_00003_cluster_1
6	BGC0001809
0	AS.BTDB_2022-0006241_c00093_SRX1154...region001
10	AS.BTDB_2022-0000550_CP002508.1.region003
5	BTDB_2022-0002587.2.clustersGCA_002911945.1_Contig_146_cluster_1
6	BTDB_2025-0002454.1.clustersSAMN32974729-SRR23885376_00086_cluster_1
6	BTDB_2022-0001384.2.clustersGCA_002552045.1_Contig_125_cluster_1
6	BTDB_2022-0003961.2.clustersSRX9201612_00212_cluster_1
2	BTDB_2022-0002407.2.clustersGCA_002580895.1_Contig_67_cluster_1
12	BTDB_2024-0000063.1.clusterscontig00012_cluster_1
1	BGC0001591
10	BTDB_2025-0003079.1.clustersSAMN33794237-SRR23885952_00019_cluster_1
5	BGC0002450
5	BGC0002535
2	BTDB_2022-0002964.2.clustersGCA_009935145.1_Contig_59_cluster_1
8	BGC0002128
10	BGC0000707
6	AS.BTDB_2025-0001272_c00112_SAMN183...region001
2	BTDB_2025-0000397.1.clustersSAMEA115875281-ERR13427482_00002_cluster_2
7	BGC0001879
4	BTDB_2022-0002477.2.clustersGCA_002584065.1_Contig_63_cluster_1
5	BTDB_2022-0003609.2.clustersJAKUGK010000008.1_cluster_1
5	BGC0001859
9	BGC0000820
9	BGC0000466
3	BGC0002025
2	BGC0003000
7	BTDB_2022-0001392.2.clustersGCA_002552245.1_Contig_234_cluster_1
1	AS.BTDB_2022-0002824_c00090_GCA_008...region001
6	BGC0002148
2	BTDB_2025-0002562.1.clustersSAMN32974867-SRR23885436_00009_cluster_2
1	BGC0001638
4	BGC0001778
2	BGC0001940
5	BGC0001458
1	BGC0003097
6	BTDB_2025-0002385.1.clustersSAMN32927337-SRR23276607_00130_cluster_1
6	BGC0000921
3	BGC0000050
3	BGC0001533
7	BGC0002663
2	AS.BTDB_2022-0002361_c00282_GCA_002...region001
8	BGC0001575
10	AS.BTDB_2022-0002334_c00113_GCA_002...region001
6	BTDB_2025-0003130.1.clustersSAMN33940432-SRR24034767_00002_cluster_2
1	BGC0002656
1	BTDB_2025-0000377.1.clustersSAMEA115062482-ERR12389353_00174_cluster_1
1	BTDB_2025-0004358.1.clustersCP165965.1_cluster_9
6	BTDB_2025-0003888.1.clustersSAMN39321991-SRR27955938_00074_cluster_1
1	BGC0000601
11	BTDB_2022-0006011.1.clustersSAMEA103956298-ERR1910783_00283_cluster_1
1	BGC0001864
0	BGC0001780
0	BTDB_2025-0004569.1.clustersSAMN43997972-GCA_044764325.1_Contig_15_cluster_1
2	BTDB_2022-0001346.2.clustersGCA_002550685.1_Contig_32_cluster_1
11	BTDB_2025-0004056.1.clustersJBDLMG010000217.1_cluster_1
1	BTDB_2025-0003517.1.clustersSAMN36761931-SRR25463616_00029_cluster_1
11	BTDB_2022-0004468.2.clustersSRX14232194_00032_cluster_2
6	AS.BTDB_2022-0004741_SRX1457584_00030.region001
6	AS.BTDB_2022-0000980_LXLV01000079.1.region001
2	BTDB_2022-0002189.2.clustersGCA_002574215.1_Contig_116_cluster_1
1	BGC0002901
0	BGC0000977
11	BGC0003088
5	BGC0002146
5	BGC0002264
5	BGC0003162
5	BGC0002232
2	BGC0001573
5	BGC0000811
0	BGC0001205
9	BGC0002273
13	BGC0003153
0	BGC0002261
0	BGC0002169
0	BGC0003145
0	BGC0003137
11	BGC0003054
1	BGC0003101
0	BGC0001544
8	BGC0001659
0	BGC0003094
9	BGC0003080
8	BGC0003077
0	BGC0001816
13	BGC0002736
5	BGC0000816
2	BGC0003076
1	BGC0001699
1	BGC0003072
0	BGC0000030
1	BGC0001634
2	BGC0003058
2	BGC0000313
2	BGC0003047
0	BGC0001909
13	BGC0003041
0	BGC0001218
0	BGC0002035
0	BGC0002093
0	BGC0002067
0	BGC0002066
0	BGC0002230
0	BGC0003017
0	BGC0000968
0	BGC0001445
0	BGC0000063
0	BGC0002904
5	BGC0002881
0	BGC0001339
0	BGC0001626
4	BGC0001897
8	BGC0002804
3	BGC0002327
13	BGC0002746
0	BGC0002745
0	BGC0002209
0	BGC0002734
3	BGC0002266
3	BGC0002731
13	BGC0000669
13	BGC0001314
13	BGC0001313
13	BGC0000670
5	BGC0002393
1	BGC0002390
13	BGC0002392
13	BGC0001317
11	BGC0002402
13	BGC0002721
6	BGC0001316
2	BGC0001318
5	BGC0002707
1	BGC0002330
1	BGC0002699
0	BGC0001014
0	BGC0001373
0	BGC0000862
10	BGC0000864
